id,ch0,ch1,ch2,ch3,accel0,accel1,accel2,timestamp
0, 3.64, 43.63, 9.32, 19.40, 0.000, 0.000, 0.000, 12:40:16.036
1, 17.59, -2.15, 8.48, -13.05, 0.000, 0.000, 0.000, 12:40:16.050
2, 4.41, -3.87, 6.71, 9.90, 0.000, 0.000, 0.000, 12:40:16.050
3, 2.72, 40.55, 12.02, 23.14, 0.000, 0.000, 0.000, 12:40:16.064
4, 13.71, 14.95, 10.61, -7.80, 0.000, 0.000, 0.000, 12:40:16.064
5, 12.04, -15.28, 5.38, -1.13, 0.000, 0.000, 0.000, 12:40:16.066
6, 4.27, 28.60, 8.53, 25.74, 0.000, 0.000, 0.000, 12:40:16.066
7, 7.26, 33.62, 8.24, 0.62, 0.000, 0.000, 0.000, 12:40:16.080
8, 12.20, -13.54, 2.73, -9.77, 0.000, 0.000, 0.000, 12:40:16.080
9, 1.38, 11.90, 8.09, 20.79, 0.000, 0.000, 0.000, 12:40:16.094
10, 2.74, 41.84, 10.60, 13.49, 0.000, 0.000, 0.000, 12:40:16.094
11, 17.54, -3.77, 10.09, -18.45, 0.000, 0.000, 0.000, 12:40:16.095
12, 9.66, -1.76, 5.64, 15.33, 0.000, 0.000, 0.000, 12:40:16.095
13, 0.72, 40.57, 4.98, 25.00, 0.000, 0.000, 0.000, 12:40:16.110
14, 8.81, 14.62, 7.88, -15.00, 0.000, 0.000, 0.000, 12:40:16.110
15, 14.82, -15.96, 10.16, 0.68, 0.000, 0.000, 0.000, 12:40:16.124
16, 4.39, 30.62, 4.61, 25.64, 0.000, 0.000, 0.000, 12:40:16.124
17, 4.56, 31.02, 7.98, 0.50, 0.000, 0.000, 0.000, 12:40:16.126
18, 11.68, -14.07, 3.59, -12.05, 0.000, 0.000, 0.000, 12:40:16.126
19, 5.42, 11.90, 10.68, 22.09, 0.000, 0.000, 0.000, 12:40:16.140
20, 4.08, 39.67, 10.19, 12.76, 0.000, 0.000, 0.000, 12:40:16.140
21, 12.57, -1.98, 6.20, -14.30, 0.000, 0.000, 0.000, 12:40:16.154
22, 8.50, -1.61, 5.34, 13.71, 0.000, 0.000, 0.000, 12:40:16.154
23, 3.65, 39.10, 8.12, 25.06, 0.000, 0.000, 0.000, 12:40:16.156
24, 8.76, 9.43, 5.61, -10.80, 0.000, 0.000, 0.000, 12:40:16.156
25, 10.19, -17.49, 6.63, 2.69, 0.000, 0.000, 0.000, 12:40:16.170
26, -1.97, 25.09, 10.23, 26.05, 0.000, 0.000, 0.000, 12:40:16.170
27, 5.66, 31.08, 9.02, 1.18, 0.000, 0.000, 0.000, 12:40:16.184
28, 17.99, -15.94, 8.53, -12.59, 0.000, 0.000, 0.000, 12:40:16.184
29, 0.31, 12.28, 8.64, 22.18, 0.000, 0.000, 0.000, 12:40:16.186
30, 0.94, 37.14, 8.98, 10.39, 0.000, 0.000, 0.000, 12:40:16.186
31, 14.28, -4.30, 7.38, -13.47, 0.000, 0.000, 0.000, 12:40:16.200
32, 4.60, -6.52, 7.16, 9.19, 0.000, 0.000, 0.000, 12:40:16.200
33, 4.18, 39.21, 16.16, 24.87, 0.000, 0.000, 0.000, 12:40:16.214
34, 11.97, 9.28, 8.64, -12.57, 0.000, 0.000, 0.000, 12:40:16.214
35, 9.94, -18.70, 4.39, 0.96, 0.000, 0.000, 0.000, 12:40:16.216
36, 3.65, 26.73, 10.21, 27.18, 0.000, 0.000, 0.000, 12:40:16.216
37, 9.80, 27.20, 9.81, 2.92, 0.000, 0.000, 0.000, 12:40:16.230
38, 9.31, -12.78, 7.97, -10.16, 0.000, 0.000, 0.000, 12:40:16.230
39, 7.72, 10.89, 10.60, 24.64, 0.000, 0.000, 0.000, 12:40:16.244
40, 3.05, 40.05, 5.80, 14.92, 0.000, 0.000, 0.000, 12:40:16.244
41, 13.73, -1.69, 5.39, -11.30, 0.000, 0.000, 0.000, 12:40:16.245
42, 4.17, -5.59, 13.34, 11.16, 0.000, 0.000, 0.000, 12:40:16.245
43, 4.69, 39.21, 11.91, 21.18, 0.000, 0.000, 0.000, 12:40:16.260
44, 7.77, 15.03, 1.90, -11.17, 0.000, 0.000, 0.000, 12:40:16.260
45, 12.56, -12.93, 9.45, 2.39, 0.000, 0.000, 0.000, 12:40:16.274
46, 4.83, 27.46, 11.84, 30.30, 0.000, 0.000, 0.000, 12:40:16.274
47, 3.87, 31.46, 11.16, 0.94, 0.000, 0.000, 0.000, 12:40:16.276
48, 15.01, -18.05, 7.85, -9.91, 0.000, 0.000, 0.000, 12:40:16.276
49, 1.78, 9.84, 9.03, 19.99, 0.000, 0.000, 0.000, 12:40:16.290
50, 1.66, 36.26, 6.11, 7.41, 0.000, 0.000, 0.000, 12:40:16.290
51, 15.04, 0.08, 6.34, -14.29, 0.000, 0.000, 0.000, 12:40:16.304
52, 6.83, -2.16, 7.45, 12.33, 0.000, 0.000, 0.000, 12:40:16.304
53, 0.96, 38.41, 6.36, 24.01, 0.000, 0.000, 0.000, 12:40:16.306
54, 11.93, 14.21, 3.69, -8.37, 0.000, 0.000, 0.000, 12:40:16.306
55, 14.92, -12.84, 4.99, -0.47, 0.000, 0.000, 0.000, 12:40:16.320
56, 2.59, 29.47, 10.85, 23.09, 0.000, 0.000, 0.000, 12:40:16.320
57, 9.88, 29.06, 8.05, -0.55, 0.000, 0.000, 0.000, 12:40:16.334
58, 16.38, -12.83, 11.21, -8.77, 0.000, 0.000, 0.000, 12:40:16.334
59, 6.12, 12.47, 9.91, 21.04, 0.000, 0.000, 0.000, 12:40:16.336
60, 2.91, 40.25, 8.99, 11.03, 0.000, 0.000, 0.000, 12:40:16.336
61, 14.47, -3.02, 4.16, -18.43, 0.000, 0.000, 0.000, 12:40:16.350
62, 7.03, -7.04, 7.79, 9.16, 0.000, 0.000, 0.000, 12:40:16.350
63, 6.59, 37.40, 14.59, 23.34, 0.000, 0.000, 0.000, 12:40:16.364
64, 13.86, 16.77, 7.59, -9.99, 0.000, 0.000, 0.000, 12:40:16.364
65, 9.68, -12.83, 6.44, -1.53, 0.000, 0.000, 0.000, 12:40:16.366
66, 1.90, 29.41, 9.23, 29.42, 0.000, 0.000, 0.000, 12:40:16.366
67, 10.36, 29.58, 9.33, -0.44, 0.000, 0.000, 0.000, 12:40:16.380
68, 9.24, -12.61, 3.53, -9.87, 0.000, 0.000, 0.000, 12:40:16.380
69, 4.43, 15.34, 11.77, 25.55, 0.000, 0.000, 0.000, 12:40:16.394
70, 2.26, 37.59, 10.66, 10.86, 0.000, 0.000, 0.000, 12:40:16.394
71, 16.05, -0.98, 6.70, -15.84, 0.000, 0.000, 0.000, 12:40:16.395
72, 7.49, -4.78, 9.18, 16.56, 0.000, 0.000, 0.000, 12:40:16.395
73, 3.29, 40.55, 12.59, 19.66, 0.000, 0.000, 0.000, 12:40:16.410
74, 10.30, 8.81, 7.78, -13.21, 0.000, 0.000, 0.000, 12:40:16.410
75, 15.27, -11.72, 10.08, 1.33, 0.000, 0.000, 0.000, 12:40:16.424
76, 4.07, 30.51, 11.92, 25.71, 0.000, 0.000, 0.000, 12:40:16.424
77, 8.58, 28.15, 7.13, 1.33, 0.000, 0.000, 0.000, 12:40:16.426
78, 14.53, -11.92, 7.68, -15.18, 0.000, 0.000, 0.000, 12:40:16.426
79, 7.29, 12.98, 10.86, 24.86, 0.000, 0.000, 0.000, 12:40:16.440
80, 2.92, 42.82, 9.94, 10.92, 0.000, 0.000, 0.000, 12:40:16.440
81, 19.42, -5.05, 4.61, -11.94, 0.000, 0.000, 0.000, 12:40:16.454
82, 8.61, -3.31, 7.04, 15.66, 0.000, 0.000, 0.000, 12:40:16.454
83, 0.15, 40.59, 11.83, 19.91, 0.000, 0.000, 0.000, 12:40:16.456
84, 10.93, 13.52, 6.07, -11.65, 0.000, 0.000, 0.000, 12:40:16.456
85, 13.48, -15.67, 8.63, -2.34, 0.000, 0.000, 0.000, 12:40:16.470
86, -1.00, 29.84, 12.26, 26.47, 0.000, 0.000, 0.000, 12:40:16.470
87, 9.17, 29.49, 11.80, -1.22, 0.000, 0.000, 0.000, 12:40:16.484
88, 15.74, -18.16, 7.10, -10.94, 0.000, 0.000, 0.000, 12:40:16.484
89, 4.62, 12.17, 11.55, 22.45, 0.000, 0.000, 0.000, 12:40:16.486
90, 2.51, 39.62, 12.69, 15.95, 0.000, 0.000, 0.000, 12:40:16.486
91, 14.11, -5.77, 4.16, -14.27, 0.000, 0.000, 0.000, 12:40:16.500
92, 4.58, -8.15, 7.35, 14.90, 0.000, 0.000, 0.000, 12:40:16.510
93, 2.21, 38.67, 10.66, 21.04, 0.000, 0.000, 0.000, 12:40:16.514
94, 11.84, 11.95, 3.98, -10.05, 0.000, 0.000, 0.000, 12:40:16.514
95, 11.19, -17.35, 5.61, -0.25, 0.000, 0.000, 0.000, 12:40:16.516
96, -1.41, 27.94, 10.84, 27.22, 0.000, 0.000, 0.000, 12:40:16.516
97, 9.26, 28.00, 7.86, -1.14, 0.000, 0.000, 0.000, 12:40:16.530
98, 9.80, -20.34, 10.33, -9.67, 0.000, 0.000, 0.000, 12:40:16.530
99, 4.92, 15.63, 14.45, 21.21, 0.000, 0.000, 0.000, 12:40:16.544
100, 3.35, 41.67, 8.72, 13.76, 0.000, 0.000, 0.000, 12:40:16.544
101, 15.73, -4.62, 4.43, -10.66, 0.000, 0.000, 0.000, 12:40:16.546
102, 4.29, -3.62, 4.67, 11.06, 0.000, 0.000, 0.000, 12:40:16.546
103, 5.68, 42.23, 6.98, 21.10, 0.000, 0.000, 0.000, 12:40:16.560
104, 11.26, 10.47, 6.11, -9.15, 0.000, 0.000, 0.000, 12:40:16.560
105, 12.19, -17.65, 8.70, 5.08, 0.000, 0.000, 0.000, 12:40:16.574
106, 4.82, 32.57, 10.56, 25.35, 0.000, 0.000, 0.000, 12:40:16.574
107, 8.37, 27.91, 6.86, -2.82, 0.000, 0.000, 0.000, 12:40:16.576
108, 10.63, -15.39, 6.86, -8.87, 0.000, 0.000, 0.000, 12:40:16.576
109, 6.80, 12.25, 10.13, 21.83, 0.000, 0.000, 0.000, 12:40:16.590
110, 5.26, 40.51, 5.52, 12.21, 0.000, 0.000, 0.000, 12:40:16.590
111, 12.86, -6.15, 6.44, -16.71, 0.000, 0.000, 0.000, 12:40:16.604
112, 6.43, -4.43, 9.02, 13.96, 0.000, 0.000, 0.000, 12:40:16.605
113, -1.27, 42.04, 9.94, 21.81, 0.000, 0.000, 0.000, 12:40:16.606
114, 9.54, 14.13, 10.26, -12.98, 0.000, 0.000, 0.000, 12:40:16.606
115, 9.87, -12.68, 8.41, 5.09, 0.000, 0.000, 0.000, 12:40:16.620
116, 1.30, 25.29, 9.35, 25.95, 0.000, 0.000, 0.000, 12:40:16.620
117, 6.86, 27.02, 7.89, 5.85, 0.000, 0.000, 0.000, 12:40:16.634
118, 13.49, -14.31, 5.15, -4.43, 0.000, 0.000, 0.000, 12:40:16.634
119, 2.46, 9.25, 10.18, 25.48, 0.000, 0.000, 0.000, 12:40:16.636
120, 6.81, 36.53, 7.78, 10.17, 0.000, 0.000, 0.000, 12:40:16.636
121, 9.83, -6.45, 3.24, -12.97, 0.000, 0.000, 0.000, 12:40:16.650
122, 2.35, -4.41, 9.60, 14.44, 0.000, 0.000, 0.000, 12:40:16.650
123, 3.41, 39.82, 10.63, 19.26, 0.000, 0.000, 0.000, 12:40:16.664
124, 13.19, 13.52, 7.90, -10.65, 0.000, 0.000, 0.000, 12:40:16.664
125, 10.23, -15.18, 8.66, 3.88, 0.000, 0.000, 0.000, 12:40:16.666
126, 2.84, 26.97, 11.14, 27.54, 0.000, 0.000, 0.000, 12:40:16.666
127, 7.78, 27.05, 9.18, 1.54, 0.000, 0.000, 0.000, 12:40:16.680
128, 10.49, -16.47, 7.83, -6.45, 0.000, 0.000, 0.000, 12:40:16.680
129, 3.58, 15.71, 11.37, 24.96, 0.000, 0.000, 0.000, 12:40:16.694
130, 3.62, 41.35, 12.46, 9.08, 0.000, 0.000, 0.000, 12:40:16.694
131, 16.91, -3.66, 2.83, -14.48, 0.000, 0.000, 0.000, 12:40:16.695
132, 6.03, -5.78, 6.99, 11.69, 0.000, 0.000, 0.000, 12:40:16.695
133, 1.40, 45.66, 10.00, 19.10, 0.000, 0.000, 0.000, 12:40:16.710
134, 6.56, 13.22, 8.75, -12.75, 0.000, 0.000, 0.000, 12:40:16.710
135, 12.33, -12.46, 7.20, 3.04, 0.000, 0.000, 0.000, 12:40:16.724
136, 0.76, 29.86, 16.33, 24.78, 0.000, 0.000, 0.000, 12:40:16.724
137, 7.94, 29.74, 5.34, -0.62, 0.000, 0.000, 0.000, 12:40:16.726
138, 13.42, -14.89, 6.11, -8.56, 0.000, 0.000, 0.000, 12:40:16.726
139, 1.47, 12.65, 9.81, 19.85, 0.000, 0.000, 0.000, 12:40:16.740
140, 2.24, 43.82, 6.99, 11.03, 0.000, 0.000, 0.000, 12:40:16.740
141, 8.57, -3.26, 7.12, -12.72, 0.000, 0.000, 0.000, 12:40:16.754
142, 6.52, 0.21, 8.25, 13.29, 0.000, 0.000, 0.000, 12:40:16.754
143, 0.93, 41.07, 15.08, 17.51, 0.000, 0.000, 0.000, 12:40:16.756
144, 10.02, 11.76, 8.97, -13.97, 0.000, 0.000, 0.000, 12:40:16.756
145, 9.10, -15.94, 7.71, 1.88, 0.000, 0.000, 0.000, 12:40:16.770
146, -3.15, 29.03, 8.03, 28.10, 0.000, 0.000, 0.000, 12:40:16.770
147, 11.46, 27.36, 8.52, 1.39, 0.000, 0.000, 0.000, 12:40:16.784
148, 13.05, -17.01, 5.32, -10.54, 0.000, 0.000, 0.000, 12:40:16.784
149, -2.14, 11.85, 8.91, 21.62, 0.000, 0.000, 0.000, 12:40:16.786
150, 2.38, 40.57, 7.57, 16.64, 0.000, 0.000, 0.000, 12:40:16.786
151, 13.84, -1.44, 5.57, -12.81, 0.000, 0.000, 0.000, 12:40:16.800
152, 1.59, -1.26, 3.54, 11.72, 0.000, 0.000, 0.000, 12:40:16.800
153, 0.82, 42.15, 12.64, 21.28, 0.000, 0.000, 0.000, 12:40:16.814
154, 11.21, 12.57, 4.91, -9.15, 0.000, 0.000, 0.000, 12:40:16.814
155, 11.88, -16.38, 8.06, 1.95, 0.000, 0.000, 0.000, 12:40:16.816
156, -0.19, 27.96, 9.18, 24.58, 0.000, 0.000, 0.000, 12:40:16.816
157, 9.24, 28.12, 6.25, -2.33, 0.000, 0.000, 0.000, 12:40:16.830
158, 11.38, -16.81, 3.77, -9.42, 0.000, 0.000, 0.000, 12:40:16.830
159, 5.24, 11.52, 10.29, 22.09, 0.000, 0.000, 0.000, 12:40:16.844
160, 2.97, 38.60, 10.57, 10.79, 0.000, 0.000, 0.000, 12:40:16.844
161, 14.33, -6.47, 2.89, -17.02, 0.000, 0.000, 0.000, 12:40:16.846
162, 4.24, -4.58, 6.38, 16.50, 0.000, 0.000, 0.000, 12:40:16.846
163, 1.82, 40.06, 9.15, 19.49, 0.000, 0.000, 0.000, 12:40:16.860
164, 12.30, 10.59, 8.01, -9.45, 0.000, 0.000, 0.000, 12:40:16.860
165, 13.77, -18.55, 9.70, 2.27, 0.000, 0.000, 0.000, 12:40:16.874
166, -0.07, 28.31, 12.05, 30.66, 0.000, 0.000, 0.000, 12:40:16.874
167, 10.45, 30.36, 8.22, -5.66, 0.000, 0.000, 0.000, 12:40:16.889
168, 15.82, -16.44, 5.50, -6.63, 0.000, 0.000, 0.000, 12:40:16.889
169, 4.61, 13.05, 4.62, 20.75, 0.000, 0.000, 0.000, 12:40:16.891
170, 5.87, 36.05, 11.37, 10.66, 0.000, 0.000, 0.000, 12:40:16.891
171, 11.67, -9.36, 3.93, -10.00, 0.000, 0.000, 0.000, 12:40:16.904
172, 9.06, -2.56, 6.74, 13.29, 0.000, 0.000, 0.000, 12:40:16.904
173, 1.80, 41.01, 6.40, 23.50, 0.000, 0.000, 0.000, 12:40:16.906
174, 13.95, 11.77, 6.53, -9.35, 0.000, 0.000, 0.000, 12:40:16.906
175, 11.83, -13.29, 7.18, -0.28, 0.000, 0.000, 0.000, 12:40:16.920
176, -4.08, 33.09, 8.86, 27.08, 0.000, 0.000, 0.000, 12:40:16.920
177, 7.55, 29.66, 6.35, -0.56, 0.000, 0.000, 0.000, 12:40:16.934
178, 14.88, -16.47, 7.93, -9.11, 0.000, 0.000, 0.000, 12:40:16.934
179, 0.65, 12.97, 5.94, 16.89, 0.000, 0.000, 0.000, 12:40:16.936
180, 2.55, 38.74, 5.26, 6.50, 0.000, 0.000, 0.000, 12:40:16.936
181, 12.92, -5.03, 8.98, -10.37, 0.000, 0.000, 0.000, 12:40:16.950
182, 4.60, -3.23, 8.96, 13.02, 0.000, 0.000, 0.000, 12:40:16.950
183, 2.00, 39.56, 7.36, 22.22, 0.000, 0.000, 0.000, 12:40:16.964
184, 14.74, 13.39, 6.32, -8.97, 0.000, 0.000, 0.000, 12:40:16.964
185, 14.56, -15.35, 9.71, 5.25, 0.000, 0.000, 0.000, 12:40:16.966
186, 1.54, 29.44, 10.50, 26.94, 0.000, 0.000, 0.000, 12:40:16.966
187, 8.44, 33.54, 7.42, -5.42, 0.000, 0.000, 0.000, 12:40:16.980
188, 8.77, -18.50, 4.07, -12.31, 0.000, 0.000, 0.000, 12:40:16.980
189, 5.99, 12.70, 10.92, 27.04, 0.000, 0.000, 0.000, 12:40:16.994
190, 4.59, 38.86, 11.80, 8.55, 0.000, 0.000, 0.000, 12:40:16.994
191, 13.57, -5.51, 3.44, -15.44, 0.000, 0.000, 0.000, 12:40:16.995
192, 6.02, -1.54, 6.14, 13.26, 0.000, 0.000, 0.000, 12:40:16.995
193, 2.68, 40.91, 8.61, 18.39, 0.000, 0.000, 0.000, 12:40:17.010
194, 12.65, 8.54, 9.02, -11.93, 0.000, 0.000, 0.000, 12:40:17.010
195, 8.96, -15.23, 7.08, -0.16, 0.000, 0.000, 0.000, 12:40:17.024
196, 2.48, 29.20, 10.14, 25.18, 0.000, 0.000, 0.000, 12:40:17.024
197, 10.76, 25.70, 3.33, -2.38, 0.000, 0.000, 0.000, 12:40:17.026
198, 13.07, -17.38, 6.06, -7.41, 0.000, 0.000, 0.000, 12:40:17.026
199, 3.64, 13.10, 10.44, 20.14, 0.000, 0.000, 0.000, 12:40:17.039
200, 3.23, 39.35, 6.92, 12.86, 0.000, 0.000, 0.000, 12:40:17.039
0, 13.70, -4.19, 6.68, -13.29, 0.000, 0.000, 0.000, 12:40:17.041
1, 9.65, -3.18, 9.49, 11.58, 0.000, 0.000, 0.000, 12:40:17.069
2, 1.33, 36.40, 9.83, 19.15, 0.000, 0.000, 0.000, 12:40:17.069
3, 12.99, 8.97, 8.89, -10.52, 0.000, 0.000, 0.000, 12:40:17.070
4, 10.09, -15.15, 8.21, 1.28, 0.000, 0.000, 0.000, 12:40:17.070
5, -0.79, 30.19, 9.52, 24.95, 0.000, 0.000, 0.000, 12:40:17.071
6, 11.54, 27.86, 6.89, -0.45, 0.000, 0.000, 0.000, 12:40:17.071
7, 13.88, -13.17, 7.84, -8.26, 0.000, 0.000, 0.000, 12:40:17.085
8, 3.99, 16.19, 12.54, 18.66, 0.000, 0.000, 0.000, 12:40:17.085
9, 4.74, 37.98, 3.63, 6.19, 0.000, 0.000, 0.000, 12:40:17.099
10, 12.48, -6.82, 9.23, -13.92, 0.000, 0.000, 0.000, 12:40:17.099
11, 6.80, -2.29, 7.07, 15.14, 0.000, 0.000, 0.000, 12:40:17.101
12, 1.86, 38.16, 5.29, 20.47, 0.000, 0.000, 0.000, 12:40:17.101
13, 14.28, 13.47, 8.27, -11.56, 0.000, 0.000, 0.000, 12:40:17.115
14, 8.66, -14.60, 4.77, -2.87, 0.000, 0.000, 0.000, 12:40:17.115
15, -1.28, 35.43, 13.30, 25.56, 0.000, 0.000, 0.000, 12:40:17.129
16, 5.24, 31.29, 9.61, -0.24, 0.000, 0.000, 0.000, 12:40:17.129
17, 14.46, -13.01, 5.85, -11.48, 0.000, 0.000, 0.000, 12:40:17.131
18, 2.04, 13.54, 11.59, 24.59, 0.000, 0.000, 0.000, 12:40:17.131
19, 2.92, 40.13, 7.70, 15.33, 0.000, 0.000, 0.000, 12:40:17.145
20, 14.43, -4.09, 5.52, -14.74, 0.000, 0.000, 0.000, 12:40:17.145
21, 8.89, -4.27, 12.00, 17.69, 0.000, 0.000, 0.000, 12:40:17.159
22, 2.97, 42.60, 10.67, 21.87, 0.000, 0.000, 0.000, 12:40:17.159
23, 13.21, 9.62, 5.39, -9.06, 0.000, 0.000, 0.000, 12:40:17.161
24, 12.63, -11.52, 8.97, 1.54, 0.000, 0.000, 0.000, 12:40:17.161
25, 1.49, 34.04, 13.30, 27.74, 0.000, 0.000, 0.000, 12:40:17.175
26, 6.46, 28.89, 7.58, -7.56, 0.000, 0.000, 0.000, 12:40:17.175
27, 14.31, -12.84, 7.18, -7.22, 0.000, 0.000, 0.000, 12:40:17.189
28, 4.54, 13.93, 11.26, 18.88, 0.000, 0.000, 0.000, 12:40:17.189
29, -1.16, 37.99, 10.18, 11.52, 0.000, 0.000, 0.000, 12:40:17.191
30, 12.93, -9.68, 5.29, -14.29, 0.000, 0.000, 0.000, 12:40:17.191
31, 4.80, -2.06, 8.65, 15.15, 0.000, 0.000, 0.000, 12:40:17.205
32, 2.28, 41.76, 10.49, 17.24, 0.000, 0.000, 0.000, 12:40:17.205
33, 11.52, 14.62, 13.33, -5.87, 0.000, 0.000, 0.000, 12:40:17.219
34, 7.56, -12.56, 9.53, 3.71, 0.000, 0.000, 0.000, 12:40:17.219
35, 1.43, 27.97, 10.29, 22.39, 0.000, 0.000, 0.000, 12:40:17.221
36, 11.89, 27.39, 9.23, -5.58, 0.000, 0.000, 0.000, 12:40:17.221
37, 13.44, -11.66, 6.52, -6.94, 0.000, 0.000, 0.000, 12:40:17.235
38, 1.83, 13.71, 6.42, 21.12, 0.000, 0.000, 0.000, 12:40:17.235
39, 7.48, 36.22, 14.77, 11.94, 0.000, 0.000, 0.000, 12:40:17.249
40, 14.11, -4.32, 7.81, -17.02, 0.000, 0.000, 0.000, 12:40:17.249
41, 5.92, -0.82, 11.15, 14.52, 0.000, 0.000, 0.000, 12:40:17.251
42, -0.07, 39.57, 12.78, 19.32, 0.000, 0.000, 0.000, 12:40:17.251
43, 11.37, 8.08, 5.29, -12.39, 0.000, 0.000, 0.000, 12:40:17.265
44, 11.75, -18.72, 9.98, 3.22, 0.000, 0.000, 0.000, 12:40:17.265
45, 3.88, 32.43, 8.79, 28.83, 0.000, 0.000, 0.000, 12:40:17.279
46, 6.40, 25.78, 7.68, -0.72, 0.000, 0.000, 0.000, 12:40:17.279
47, 15.54, -17.93, 7.31, -9.80, 0.000, 0.000, 0.000, 12:40:17.280
48, 4.67, 11.97, 11.90, 26.52, 0.000, 0.000, 0.000, 12:40:17.280
49, 2.79, 38.76, 10.55, 8.19, 0.000, 0.000, 0.000, 12:40:17.295
50, 11.25, -8.65, 7.62, -14.74, 0.000, 0.000, 0.000, 12:40:17.295
51, 7.41, -5.35, 8.97, 12.78, 0.000, 0.000, 0.000, 12:40:17.309
52, 3.38, 37.49, 10.63, 22.13, 0.000, 0.000, 0.000, 12:40:17.309
53, 7.43, 10.45, 4.27, -11.83, 0.000, 0.000, 0.000, 12:40:17.310
54, 5.41, -14.93, 4.60, 1.67, 0.000, 0.000, 0.000, 12:40:17.310
55, 2.93, 31.41, 10.27, 29.52, 0.000, 0.000, 0.000, 12:40:17.325
56, 7.35, 22.83, 9.30, -0.87, 0.000, 0.000, 0.000, 12:40:17.325
57, 12.29, -16.77, 8.18, -9.14, 0.000, 0.000, 0.000, 12:40:17.339
58, 2.60, 18.06, 10.44, 18.42, 0.000, 0.000, 0.000, 12:40:17.339
59, 3.69, 40.80, 11.84, 12.22, 0.000, 0.000, 0.000, 12:40:17.341
60, 14.89, -6.86, 4.87, -11.86, 0.000, 0.000, 0.000, 12:40:17.341
61, 8.19, -4.44, 9.71, 16.44, 0.000, 0.000, 0.000, 12:40:17.355
62, 1.63, 39.18, 9.02, 20.11, 0.000, 0.000, 0.000, 12:40:17.355
63, 13.84, 13.25, 7.66, -11.95, 0.000, 0.000, 0.000, 12:40:17.369
64, 10.98, -12.35, 7.39, 1.11, 0.000, 0.000, 0.000, 12:40:17.369
65, 2.03, 29.99, 11.29, 27.93, 0.000, 0.000, 0.000, 12:40:17.371
66, 11.18, 28.50, 8.27, -3.48, 0.000, 0.000, 0.000, 12:40:17.371
67, 16.33, -13.28, 7.94, -7.29, 0.000, 0.000, 0.000, 12:40:17.385
68, 4.40, 13.85, 8.16, 20.37, 0.000, 0.000, 0.000, 12:40:17.385
69, 5.45, 37.38, 11.52, 12.43, 0.000, 0.000, 0.000, 12:40:17.399
70, 15.98, -4.10, 8.38, -16.48, 0.000, 0.000, 0.000, 12:40:17.399
71, 8.88, -4.71, 8.71, 13.08, 0.000, 0.000, 0.000, 12:40:17.401
72, 1.28, 42.00, 7.10, 19.97, 0.000, 0.000, 0.000, 12:40:17.401
73, 10.12, 7.02, 5.29, -10.70, 0.000, 0.000, 0.000, 12:40:17.415
74, 12.07, -12.18, 6.97, -3.48, 0.000, 0.000, 0.000, 12:40:17.415
75, 2.04, 34.63, 8.88, 24.86, 0.000, 0.000, 0.000, 12:40:17.429
76, 6.97, 27.72, 7.82, 0.18, 0.000, 0.000, 0.000, 12:40:17.429
77, 8.66, -13.24, 6.84, -7.54, 0.000, 0.000, 0.000, 12:40:17.444
78, 5.50, 16.05, 9.36, 24.42, 0.000, 0.000, 0.000, 12:40:17.444
79, 4.38, 41.90, 8.62, 8.38, 0.000, 0.000, 0.000, 12:40:17.446
80, 13.58, -3.98, 5.62, -10.66, 0.000, 0.000, 0.000, 12:40:17.446
81, 4.36, 0.13, 7.64, 15.57, 0.000, 0.000, 0.000, 12:40:17.459
82, 2.08, 39.50, 9.11, 16.39, 0.000, 0.000, 0.000, 12:40:17.459
83, 12.61, 8.38, 2.72, -14.03, 0.000, 0.000, 0.000, 12:40:17.461
84, 6.89, -12.95, 9.54, 7.25, 0.000, 0.000, 0.000, 12:40:17.461
85, 0.86, 29.13, 11.70, 27.58, 0.000, 0.000, 0.000, 12:40:17.475
86, 5.24, 25.88, 2.86, -3.50, 0.000, 0.000, 0.000, 12:40:17.475
87, 11.63, -12.83, 4.82, -3.83, 0.000, 0.000, 0.000, 12:40:17.489
88, 3.67, 17.25, 9.85, 24.89, 0.000, 0.000, 0.000, 12:40:17.489
89, 5.09, 40.63, 7.06, 10.16, 0.000, 0.000, 0.000, 12:40:17.491
90, 14.12, -5.74, 7.00, -11.42, 0.000, 0.000, 0.000, 12:40:17.491
91, 3.61, 0.08, 7.31, 12.18, 0.000, 0.000, 0.000, 12:40:17.505
92, 1.51, 40.98, 8.35, 21.12, 0.000, 0.000, 0.000, 12:40:17.505
93, 13.10, 12.48, 7.63, -11.03, 0.000, 0.000, 0.000, 12:40:17.519
94, 12.50, -16.49, 7.35, -0.68, 0.000, 0.000, 0.000, 12:40:17.519
95, 1.87, 34.00, 11.38, 25.83, 0.000, 0.000, 0.000, 12:40:17.520
96, 7.20, 26.67, 9.46, -2.25, 0.000, 0.000, 0.000, 12:40:17.520
97, 14.27, -12.42, 7.50, -9.25, 0.000, 0.000, 0.000, 12:40:17.535
98, 3.47, 14.60, 5.20, 17.09, 0.000, 0.000, 0.000, 12:40:17.535
99, 3.72, 39.91, 9.34, 12.54, 0.000, 0.000, 0.000, 12:40:17.549
100, 11.40, -8.63, 2.86, -12.67, 0.000, 0.000, 0.000, 12:40:17.549
101, 2.41, -7.01, 5.56, 12.19, 0.000, 0.000, 0.000, 12:40:17.551
