id,ch0,ch1,ch2,ch3,accel0,accel1,accel2,timestamp
105, 3.70, 21.95, 9.53, 29.03, 0.000, 0.000, 0.000, 12:40:20.594
106, 4.20, 33.74, 9.43, 0.53, 0.000, 0.000, 0.000, 12:40:20.594
107, 9.91, -17.54, 6.81, -11.03, 0.000, 0.000, 0.000, 12:40:20.596
108, 5.58, 11.69, 11.91, 21.33, 0.000, 0.000, 0.000, 12:40:20.596
109, 0.04, 40.14, 9.90, 18.25, 0.000, 0.000, 0.000, 12:40:20.610
110, 10.56, -2.55, 4.33, -15.60, 0.000, 0.000, 0.000, 12:40:20.610
111, 11.68, -6.63, 11.89, 10.01, 0.000, 0.000, 0.000, 12:40:20.624
112, 9.10, 33.07, 13.19, 25.51, 0.000, 0.000, 0.000, 12:40:20.624
113, 13.55, 11.86, 4.90, -8.94, 0.000, 0.000, 0.000, 12:40:20.626
114, 14.48, -11.37, 7.81, -2.31, 0.000, 0.000, 0.000, 12:40:20.626
115, 3.99, 28.96, 7.55, 25.45, 0.000, 0.000, 0.000, 12:40:20.640
116, 5.59, 33.55, 8.49, 4.53, 0.000, 0.000, 0.000, 12:40:20.640
117, 14.45, -13.36, 5.93, -8.80, 0.000, 0.000, 0.000, 12:40:20.654
118, 7.39, 4.49, 8.00, 21.81, 0.000, 0.000, 0.000, 12:40:20.654
119, -0.07, 40.02, 7.73, 12.55, 0.000, 0.000, 0.000, 12:40:20.656
120, 15.46, 1.02, 5.30, -14.17, 0.000, 0.000, 0.000, 12:40:20.656
121, 7.77, -6.64, 7.94, 8.90, 0.000, 0.000, 0.000, 12:40:20.670
122, -0.47, 35.52, 10.76, 21.58, 0.000, 0.000, 0.000, 12:40:20.670
123, 9.66, 16.20, 6.78, -9.07, 0.000, 0.000, 0.000, 12:40:20.684
124, 11.86, -18.13, 9.02, -3.69, 0.000, 0.000, 0.000, 12:40:20.684
125, -0.84, 26.62, 10.81, 25.28, 0.000, 0.000, 0.000, 12:40:20.685
126, 11.74, 35.93, 15.07, 4.94, 0.000, 0.000, 0.000, 12:40:20.685
127, 14.13, -8.70, 7.69, -11.74, 0.000, 0.000, 0.000, 12:40:20.700
128, -0.82, 8.49, 9.16, 22.73, 0.000, 0.000, 0.000, 12:40:20.700
129, 4.84, 36.89, 9.25, 11.02, 0.000, 0.000, 0.000, 12:40:20.714
130, 16.07, -2.02, 7.22, -16.73, 0.000, 0.000, 0.000, 12:40:20.714
131, 9.85, -9.64, 4.53, 9.38, 0.000, 0.000, 0.000, 12:40:20.716
132, 4.53, 39.56, 7.64, 25.75, 0.000, 0.000, 0.000, 12:40:20.716
133, 10.45, 13.64, 5.40, -4.98, 0.000, 0.000, 0.000, 12:40:20.731
134, 12.23, -16.22, 8.72, -5.82, 0.000, 0.000, 0.000, 12:40:20.731
135, 1.02, 28.65, 12.17, 28.06, 0.000, 0.000, 0.000, 12:40:20.744
136, 8.05, 29.09, 7.19, 2.51, 0.000, 0.000, 0.000, 12:40:20.744
137, 10.79, -13.88, 9.64, -18.42, 0.000, 0.000, 0.000, 12:40:20.746
138, 4.85, 10.90, 13.74, 22.58, 0.000, 0.000, 0.000, 12:40:20.746
139, 3.94, 39.95, 13.03, 11.67, 0.000, 0.000, 0.000, 12:40:20.760
140, 10.91, 0.48, 4.52, -13.83, 0.000, 0.000, 0.000, 12:40:20.760
141, 9.71, -10.99, 9.19, 7.40, 0.000, 0.000, 0.000, 12:40:20.774
142, -0.94, 35.94, 12.05, 21.81, 0.000, 0.000, 0.000, 12:40:20.774
143, 8.53, 17.17, 5.34, -11.85, 0.000, 0.000, 0.000, 12:40:20.776
144, 15.00, -13.51, 8.68, -3.38, 0.000, 0.000, 0.000, 12:40:20.776
145, 0.87, 22.30, 8.43, 24.66, 0.000, 0.000, 0.000, 12:40:20.790
146, 7.59, 30.92, 6.52, -1.09, 0.000, 0.000, 0.000, 12:40:20.790
147, 10.85, -9.39, 6.83, -12.78, 0.000, 0.000, 0.000, 12:40:20.805
148, 1.00, 8.20, 10.15, 21.23, 0.000, 0.000, 0.000, 12:40:20.805
149, 0.98, 44.32, 0.54, 8.49, 0.000, 0.000, 0.000, 12:40:20.806
150, 17.31, 4.30, 10.06, -8.99, 0.000, 0.000, 0.000, 12:40:20.806
151, 10.63, -8.63, 8.30, 6.69, 0.000, 0.000, 0.000, 12:40:20.820
152, 2.73, 40.33, 12.56, 21.90, 0.000, 0.000, 0.000, 12:40:20.820
153, 14.09, 18.62, 5.70, -6.87, 0.000, 0.000, 0.000, 12:40:20.834
154, 10.22, -17.54, 10.52, -1.54, 0.000, 0.000, 0.000, 12:40:20.834
155, -0.48, 24.31, 8.32, 28.39, 0.000, 0.000, 0.000, 12:40:20.836
156, 9.93, 34.88, 9.73, 4.20, 0.000, 0.000, 0.000, 12:40:20.836
157, 11.93, -10.81, 7.25, -12.54, 0.000, 0.000, 0.000, 12:40:20.850
158, 3.03, 10.23, 8.99, 21.15, 0.000, 0.000, 0.000, 12:40:20.850
159, 4.07, 43.15, 7.73, 14.53, 0.000, 0.000, 0.000, 12:40:20.864
160, 15.17, -0.39, 9.84, -12.79, 0.000, 0.000, 0.000, 12:40:20.864
161, 6.13, -10.71, 6.33, 10.91, 0.000, 0.000, 0.000, 12:40:20.866
162, 6.14, 37.65, 14.02, 28.72, 0.000, 0.000, 0.000, 12:40:20.866
163, 13.07, 13.31, 6.43, -9.36, 0.000, 0.000, 0.000, 12:40:20.880
164, 13.90, -17.38, 11.81, -2.02, 0.000, 0.000, 0.000, 12:40:20.880
165, 2.07, 26.21, 7.96, 26.67, 0.000, 0.000, 0.000, 12:40:20.894
166, 1.79, 33.68, 6.41, -3.09, 0.000, 0.000, 0.000, 12:40:20.895
167, 7.95, -13.96, 2.33, -11.44, 0.000, 0.000, 0.000, 12:40:20.896
168, 5.75, 8.45, 8.90, 21.33, 0.000, 0.000, 0.000, 12:40:20.896
169, 4.85, 39.58, 7.76, 16.76, 0.000, 0.000, 0.000, 12:40:20.911
170, 12.73, -1.34, 9.61, -16.27, 0.000, 0.000, 0.000, 12:40:20.911
171, 9.79, -8.80, 10.87, 10.32, 0.000, 0.000, 0.000, 12:40:20.924
172, 3.33, 34.55, 10.99, 23.36, 0.000, 0.000, 0.000, 12:40:20.924
173, 8.88, 14.35, 6.88, -9.89, 0.000, 0.000, 0.000, 12:40:20.926
174, 13.29, -10.96, 7.71, -1.85, 0.000, 0.000, 0.000, 12:40:20.926
175, 1.62, 28.06, 7.22, 22.28, 0.000, 0.000, 0.000, 12:40:20.940
176, 10.24, 32.47, 7.65, -3.91, 0.000, 0.000, 0.000, 12:40:20.940
177, 13.42, -12.02, 9.31, -6.66, 0.000, 0.000, 0.000, 12:40:20.955
178, 4.31, 5.94, 10.74, 21.72, 0.000, 0.000, 0.000, 12:40:20.955
179, -1.69, 38.60, 13.67, 15.55, 0.000, 0.000, 0.000, 12:40:20.956
180, 17.94, 1.21, 8.27, -15.43, 0.000, 0.000, 0.000, 12:40:20.956
181, 8.29, -8.32, 11.92, 7.38, 0.000, 0.000, 0.000, 12:40:20.970
182, 2.32, 33.13, 8.02, 23.62, 0.000, 0.000, 0.000, 12:40:20.970
183, 10.31, 15.31, 10.11, -5.38, 0.000, 0.000, 0.000, 12:40:20.984
184, 10.60, -17.49, 6.20, -0.56, 0.000, 0.000, 0.000, 12:40:20.984
185, 0.46, 26.02, 8.53, 27.42, 0.000, 0.000, 0.000, 12:40:20.986
186, 10.09, 35.39, 10.98, 1.79, 0.000, 0.000, 0.000, 12:40:20.986
187, 7.34, -12.00, 2.50, -12.41, 0.000, 0.000, 0.000, 12:40:21.000
188, 4.88, 6.85, 6.34, 20.92, 0.000, 0.000, 0.000, 12:40:21.000
189, 5.85, 42.15, 8.93, 15.66, 0.000, 0.000, 0.000, 12:40:21.014
190, 13.26, 1.01, 5.44, -16.93, 0.000, 0.000, 0.000, 12:40:21.014
191, 5.82, -8.34, 7.27, 10.37, 0.000, 0.000, 0.000, 12:40:21.016
192, 2.49, 39.97, 11.41, 27.51, 0.000, 0.000, 0.000, 12:40:21.016
193, 9.33, 19.10, 9.01, -9.43, 0.000, 0.000, 0.000, 12:40:21.030
194, 10.40, -17.38, 4.21, -2.86, 0.000, 0.000, 0.000, 12:40:21.030
195, 2.49, 27.09, 13.24, 27.48, 0.000, 0.000, 0.000, 12:40:21.044
196, 6.61, 31.47, 6.43, 4.76, 0.000, 0.000, 0.000, 12:40:21.045
197, 14.58, -15.89, 3.90, -10.55, 0.000, 0.000, 0.000, 12:40:21.046
198, 7.19, 11.70, 12.17, 26.10, 0.000, 0.000, 0.000, 12:40:21.046
199, 4.33, 40.71, 7.22, 14.92, 0.000, 0.000, 0.000, 12:40:21.059
200, 13.92, 0.28, 7.61, -14.12, 0.000, 0.000, 0.000, 12:40:21.059
0, 9.40, -8.01, 9.89, 11.50, 0.000, 0.000, 0.000, 12:40:21.061
1, 4.37, 36.59, 9.53, 23.66, 0.000, 0.000, 0.000, 12:40:21.075
2, 9.63, 14.63, 5.05, -8.88, 0.000, 0.000, 0.000, 12:40:21.075
3, 13.86, -15.81, 10.48, -3.50, 0.000, 0.000, 0.000, 12:40:21.089
4, -0.89, 24.56, 10.19, 27.03, 0.000, 0.000, 0.000, 12:40:21.090
5, 2.80, 31.28, 8.21, -2.29, 0.000, 0.000, 0.000, 12:40:21.091
6, 19.37, -10.59, 6.92, -11.43, 0.000, 0.000, 0.000, 12:40:21.091
7, 0.92, 11.35, 5.89, 20.45, 0.000, 0.000, 0.000, 12:40:21.105
8, 2.94, 40.04, 6.79, 14.52, 0.000, 0.000, 0.000, 12:40:21.105
9, 12.00, -1.20, 7.65, -14.59, 0.000, 0.000, 0.000, 12:40:21.119
10, 4.98, -5.44, 11.08, 12.60, 0.000, 0.000, 0.000, 12:40:21.119
11, -1.30, 40.94, 11.66, 18.64, 0.000, 0.000, 0.000, 12:40:21.121
12, 14.46, 17.02, 5.28, -5.01, 0.000, 0.000, 0.000, 12:40:21.121
13, 8.62, -19.84, 11.49, 0.33, 0.000, 0.000, 0.000, 12:40:21.136
14, 0.44, 26.12, 14.28, 28.09, 0.000, 0.000, 0.000, 12:40:21.136
15, 10.04, 30.81, 11.12, 1.35, 0.000, 0.000, 0.000, 12:40:21.149
16, 14.60, -14.02, 2.00, -8.33, 0.000, 0.000, 0.000, 12:40:21.149
17, 2.42, 2.06, 8.21, 19.25, 0.000, 0.000, 0.000, 12:40:21.151
18, 7.69, 40.10, 14.95, 13.97, 0.000, 0.000, 0.000, 12:40:21.151
19, 12.97, -4.27, 4.88, -13.89, 0.000, 0.000, 0.000, 12:40:21.165
20, 7.99, -5.60, 7.22, 8.26, 0.000, 0.000, 0.000, 12:40:21.165
21, 2.12, 40.85, 11.67, 25.77, 0.000, 0.000, 0.000, 12:40:21.179
22, 9.47, 14.46, 4.27, -9.19, 0.000, 0.000, 0.000, 12:40:21.179
23, 9.48, -19.11, 7.39, -0.16, 0.000, 0.000, 0.000, 12:40:21.180
24, 1.03, 28.90, 13.27, 24.88, 0.000, 0.000, 0.000, 12:40:21.180
25, 3.03, 30.94, 7.51, 0.08, 0.000, 0.000, 0.000, 12:40:21.195
26, 11.06, -9.56, 2.92, -10.01, 0.000, 0.000, 0.000, 12:40:21.195
27, 1.44, 9.59, 6.87, 22.65, 0.000, 0.000, 0.000, 12:40:21.209
28, 2.41, 37.52, 10.16, 13.46, 0.000, 0.000, 0.000, 12:40:21.210
29, 14.82, -5.90, 4.07, -19.67, 0.000, 0.000, 0.000, 12:40:21.211
30, 9.80, -4.76, 11.59, 15.66, 0.000, 0.000, 0.000, 12:40:21.211
31, -2.85, 40.67, 14.86, 24.20, 0.000, 0.000, 0.000, 12:40:21.225
32, 11.03, 13.25, 7.18, -10.74, 0.000, 0.000, 0.000, 12:40:21.225
33, 8.22, -17.40, 3.30, 0.23, 0.000, 0.000, 0.000, 12:40:21.240
34, 0.66, 28.60, 10.44, 31.09, 0.000, 0.000, 0.000, 12:40:21.240
35, 4.13, 29.52, 9.29, 1.67, 0.000, 0.000, 0.000, 12:40:21.241
36, 13.74, -8.22, 9.07, -9.58, 0.000, 0.000, 0.000, 12:40:21.241
37, 2.88, 7.55, 9.09, 23.10, 0.000, 0.000, 0.000, 12:40:21.255
38, 1.17, 41.62, 6.24, 13.64, 0.000, 0.000, 0.000, 12:40:21.255
39, 12.08, -1.97, 5.42, -15.77, 0.000, 0.000, 0.000, 12:40:21.269
40, 9.43, -5.12, 6.76, 10.41, 0.000, 0.000, 0.000, 12:40:21.269
41, -2.29, 37.67, 7.94, 23.56, 0.000, 0.000, 0.000, 12:40:21.271
42, 12.59, 18.27, 8.21, -8.12, 0.000, 0.000, 0.000, 12:40:21.271
43, 10.51, -16.37, 7.39, -6.12, 0.000, 0.000, 0.000, 12:40:21.285
44, -0.99, 27.96, 9.70, 23.41, 0.000, 0.000, 0.000, 12:40:21.285
45, 3.14, 30.37, 7.97, 0.42, 0.000, 0.000, 0.000, 12:40:21.299
46, 10.84, -11.52, 6.06, -11.26, 0.000, 0.000, 0.000, 12:40:21.300
47, 3.81, 10.38, 4.03, 23.61, 0.000, 0.000, 0.000, 12:40:21.301
48, 5.32, 42.14, 15.56, 11.80, 0.000, 0.000, 0.000, 12:40:21.301
49, 12.84, -5.31, 5.57, -14.83, 0.000, 0.000, 0.000, 12:40:21.332
50, 8.78, -5.95, 5.68, 13.76, 0.000, 0.000, 0.000, 12:40:21.332
51, 2.60, 37.32, 7.27, 24.93, 0.000, 0.000, 0.000, 12:40:21.332
52, 9.57, 17.48, 3.84, -13.00, 0.000, 0.000, 0.000, 12:40:21.332
53, 11.73, -20.52, 5.39, -2.17, 0.000, 0.000, 0.000, 12:40:21.332
54, 2.99, 28.73, 9.48, 25.35, 0.000, 0.000, 0.000, 12:40:21.332
55, 7.88, 26.47, 8.56, -0.16, 0.000, 0.000, 0.000, 12:40:21.345
56, 14.28, -10.31, 5.27, -8.51, 0.000, 0.000, 0.000, 12:40:21.345
57, 5.51, 13.13, 5.34, 19.09, 0.000, 0.000, 0.000, 12:40:21.359
58, 5.56, 40.29, 7.96, 13.90, 0.000, 0.000, 0.000, 12:40:21.359
59, 10.97, -1.34, 0.65, -18.16, 0.000, 0.000, 0.000, 12:40:21.361
60, 10.62, -2.72, 10.31, 13.93, 0.000, 0.000, 0.000, 12:40:21.361
61, 2.04, 40.56, 9.43, 22.05, 0.000, 0.000, 0.000, 12:40:21.375
62, 10.46, 14.42, 3.33, -7.00, 0.000, 0.000, 0.000, 12:40:21.375
63, 10.83, -16.88, 5.87, -2.75, 0.000, 0.000, 0.000, 12:40:21.389
64, -1.21, 30.36, 13.44, 26.27, 0.000, 0.000, 0.000, 12:40:21.389
65, 8.22, 31.72, 4.49, 3.67, 0.000, 0.000, 0.000, 12:40:21.391
66, 18.60, -10.69, 7.36, -10.76, 0.000, 0.000, 0.000, 12:40:21.391
67, 1.12, 11.58, 8.66, 20.32, 0.000, 0.000, 0.000, 12:40:21.405
68, 7.91, 40.71, 9.76, 13.24, 0.000, 0.000, 0.000, 12:40:21.405
69, 16.14, -2.00, 7.95, -9.94, 0.000, 0.000, 0.000, 12:40:21.420
70, 6.14, -2.96, 7.46, 11.91, 0.000, 0.000, 0.000, 12:40:21.420
71, -5.05, 35.50, 7.43, 16.51, 0.000, 0.000, 0.000, 12:40:21.421
72, 8.45, 15.58, 11.47, -8.32, 0.000, 0.000, 0.000, 12:40:21.421
73, 12.35, -15.97, 6.91, -4.28, 0.000, 0.000, 0.000, 12:40:21.435
74, 1.18, 28.41, 6.20, 28.20, 0.000, 0.000, 0.000, 12:40:21.435
75, 7.60, 30.63, 8.03, 1.85, 0.000, 0.000, 0.000, 12:40:21.449
76, 13.86, -13.27, 7.91, -7.51, 0.000, 0.000, 0.000, 12:40:21.449
77, 3.49, 7.45, 10.18, 18.51, 0.000, 0.000, 0.000, 12:40:21.451
78, 6.89, 42.42, 16.51, 15.42, 0.000, 0.000, 0.000, 12:40:21.451
79, 13.04, -5.18, 6.27, -14.52, 0.000, 0.000, 0.000, 12:40:21.465
80, 8.83, -6.29, 7.87, 9.96, 0.000, 0.000, 0.000, 12:40:21.465
81, 2.15, 39.11, 4.55, 20.94, 0.000, 0.000, 0.000, 12:40:21.479
82, 9.75, 13.56, 9.19, -12.10, 0.000, 0.000, 0.000, 12:40:21.479
83, 6.94, -17.78, 4.43, -2.01, 0.000, 0.000, 0.000, 12:40:21.480
84, 4.55, 30.44, 11.30, 29.46, 0.000, 0.000, 0.000, 12:40:21.481
85, 6.95, 30.19, 9.54, -4.55, 0.000, 0.000, 0.000, 12:40:21.495
86, 8.25, -8.28, 5.20, -11.27, 0.000, 0.000, 0.000, 12:40:21.495
87, 4.86, 7.38, 10.43, 21.86, 0.000, 0.000, 0.000, 12:40:21.509
88, 7.71, 36.48, 8.44, 17.01, 0.000, 0.000, 0.000, 12:40:21.509
89, 13.07, -3.75, 6.34, -11.54, 0.000, 0.000, 0.000, 12:40:21.511
90, 9.66, -6.21, 12.78, 13.07, 0.000, 0.000, 0.000, 12:40:21.511
91, 2.30, 41.35, 7.37, 25.39, 0.000, 0.000, 0.000, 12:40:21.525
92, 9.95, 14.65, 8.46, -12.97, 0.000, 0.000, 0.000, 12:40:21.525
93, 12.45, -14.59, 4.08, -2.30, 0.000, 0.000, 0.000, 12:40:21.539
94, 1.94, 28.91, 7.29, 24.00, 0.000, 0.000, 0.000, 12:40:21.539
95, 4.67, 28.70, 7.82, -1.66, 0.000, 0.000, 0.000, 12:40:21.541
96, 14.19, -11.96, 6.63, -7.18, 0.000, 0.000, 0.000, 12:40:21.541
97, 4.33, 11.53, 9.09, 20.24, 0.000, 0.000, 0.000, 12:40:21.556
98, 5.51, 43.54, 11.00, 12.59, 0.000, 0.000, 0.000, 12:40:21.556
99, 16.24, -5.55, 7.43, -12.32, 0.000, 0.000, 0.000, 12:40:21.569
100, 3.01, -5.23, 4.97, 13.83, 0.000, 0.000, 0.000, 12:40:21.569
101, -2.83, 37.37, 8.98, 19.80, 0.000, 0.000, 0.000, 12:40:21.571
102, 16.69, 14.38, 7.09, -3.91, 0.000, 0.000, 0.000, 12:40:21.571
103, 10.01, -15.20, 7.59, -0.99, 0.000, 0.000, 0.000, 12:40:21.585
104, 4.55, 31.93, 8.29, 29.66, 0.000, 0.000, 0.000, 12:40:21.585
105, 4.31, 35.13, 10.73, 1.05, 0.000, 0.000, 0.000, 12:40:21.599
106, 12.82, -14.48, 8.19, -9.80, 0.000, 0.000, 0.000, 12:40:21.600
107, -1.99, 8.21, 9.20, 20.29, 0.000, 0.000, 0.000, 12:40:21.601
108, 5.62, 46.29, 10.67, 18.34, 0.000, 0.000, 0.000, 12:40:21.601
109, 13.68, -1.25, 2.14, -12.78, 0.000, 0.000, 0.000, 12:40:21.615
110, 8.56, -6.05, 9.93, 11.63, 0.000, 0.000, 0.000, 12:40:21.615
111, 1.91, 40.22, 12.12, 21.54, 0.000, 0.000, 0.000, 12:40:21.629
112, 9.36, 13.97, 6.72, -10.77, 0.000, 0.000, 0.000, 12:40:21.629
113, 10.69, -15.12, 8.00, 2.10, 0.000, 0.000, 0.000, 12:40:21.631
114, 7.91, 32.70, 11.31, 30.21, 0.000, 0.000, 0.000, 12:40:21.631
115, 6.92, 28.65, 7.03, 2.80, 0.000, 0.000, 0.000, 12:40:21.645
116, 12.25, -14.59, 5.31, -8.83, 0.000, 0.000, 0.000, 12:40:21.645
117, 5.66, 15.29, 6.66, 24.88, 0.000, 0.000, 0.000, 12:40:21.659
118, 7.53, 39.72, 8.01, 9.14, 0.000, 0.000, 0.000, 12:40:21.659
119, 16.36, -8.59, 5.58, -15.82, 0.000, 0.000, 0.000, 12:40:21.661
120, 11.01, -2.23, 7.98, 12.23, 0.000, 0.000, 0.000, 12:40:21.661
121, -0.28, 37.93, 10.68, 25.81, 0.000, 0.000, 0.000, 12:40:21.676
122, 9.65, 13.44, 7.78, -9.67, 0.000, 0.000, 0.000, 12:40:21.676
123, 11.03, -15.44, 8.41, 1.67, 0.000, 0.000, 0.000, 12:40:21.689
124, 8.27, 29.32, 9.68, 25.65, 0.000, 0.000, 0.000, 12:40:21.689
125, 6.22, 27.36, 9.38, -1.83, 0.000, 0.000, 0.000, 12:40:21.691
126, 14.01, -12.60, 7.64, -8.85, 0.000, 0.000, 0.000, 12:40:21.691
127, 4.09, 13.20, 10.11, 22.75, 0.000, 0.000, 0.000, 12:40:21.706
128, 6.35, 42.43, 6.58, 16.53, 0.000, 0.000, 0.000, 12:40:21.706
129, 10.52, -1.07, 5.96, -16.28, 0.000, 0.000, 0.000, 12:40:21.719
130, 4.22, -2.75, 9.32, 13.27, 0.000, 0.000, 0.000, 12:40:21.719
131, -3.44, 37.56, 8.10, 22.90, 0.000, 0.000, 0.000, 12:40:21.721
132, 13.15, 21.01, 9.70, -8.51, 0.000, 0.000, 0.000, 12:40:21.721
133, 12.00, -13.10, 5.36, 0.63, 0.000, 0.000, 0.000, 12:40:21.736
134, 1.74, 31.14, 8.66, 27.87, 0.000, 0.000, 0.000, 12:40:21.736
135, 7.57, 26.52, 9.09, -2.22, 0.000, 0.000, 0.000, 12:40:21.750
136, 13.27, -15.20, 5.89, -9.02, 0.000, 0.000, 0.000, 12:40:21.750
137, 2.54, 8.95, 7.09, 19.42, 0.000, 0.000, 0.000, 12:40:21.751
138, 3.29, 42.62, 13.49, 15.41, 0.000, 0.000, 0.000, 12:40:21.751
139, 7.94, -4.81, 7.76, -10.44, 0.000, 0.000, 0.000, 12:40:21.765
140, 11.07, -0.04, 11.37, 13.90, 0.000, 0.000, 0.000, 12:40:21.765
141, 0.34, 37.92, 12.93, 19.73, 0.000, 0.000, 0.000, 12:40:21.779
142, 12.72, 14.96, 12.44, -8.48, 0.000, 0.000, 0.000, 12:40:21.779
143, 9.34, -19.76, 3.76, -4.81, 0.000, 0.000, 0.000, 12:40:21.780
144, 1.08, 32.84, 12.64, 24.05, 0.000, 0.000, 0.000, 12:40:21.780
145, 11.23, 28.40, 7.96, -1.02, 0.000, 0.000, 0.000, 12:40:21.795
146, 14.89, -12.02, 1.99, -9.02, 0.000, 0.000, 0.000, 12:40:21.795
147, 3.32, 15.83, 10.10, 21.99, 0.000, 0.000, 0.000, 12:40:21.810
148, 1.31, 43.01, 4.34, 10.06, 0.000, 0.000, 0.000, 12:40:21.810
149, 14.94, -6.39, 6.75, -16.10, 0.000, 0.000, 0.000, 12:40:21.811
150, 11.38, -5.54, 9.91, 12.33, 0.000, 0.000, 0.000, 12:40:21.811
151, 0.96, 36.16, 6.37, 19.83, 0.000, 0.000, 0.000, 12:40:21.825
152, 10.76, 14.01, 5.57, -9.16, 0.000, 0.000, 0.000, 12:40:21.826
153, 9.68, -12.98, 7.78, 1.75, 0.000, 0.000, 0.000, 12:40:21.839
154, 3.19, 27.88, 10.26, 24.77, 0.000, 0.000, 0.000, 12:40:21.839
155, 7.70, 29.12, 3.58, 5.36, 0.000, 0.000, 0.000, 12:40:21.841
156, 18.03, -13.49, 5.42, -7.64, 0.000, 0.000, 0.000, 12:40:21.841
157, 2.44, 13.04, 11.79, 20.59, 0.000, 0.000, 0.000, 12:40:21.855
158, 4.82, 41.00, 11.80, 14.78, 0.000, 0.000, 0.000, 12:40:21.856
159, 13.81, -0.34, 3.94, -14.31, 0.000, 0.000, 0.000, 12:40:21.869
160, 7.43, -0.15, 6.65, 12.90, 0.000, 0.000, 0.000, 12:40:21.869
161, -0.79, 41.44, 5.30, 24.02, 0.000, 0.000, 0.000, 12:40:21.871
162, 16.52, 16.47, 8.08, -6.51, 0.000, 0.000, 0.000, 12:40:21.871
163, 11.88, -15.87, 9.83, 2.20, 0.000, 0.000, 0.000, 12:40:21.886
164, 0.57, 26.56, 14.57, 25.81, 0.000, 0.000, 0.000, 12:40:21.886
165, 7.23, 28.63, 5.87, -0.90, 0.000, 0.000, 0.000, 12:40:21.900
166, 11.82, -17.42, 5.73, -7.45, 0.000, 0.000, 0.000, 12:40:21.900
167, 0.16, 5.94, 12.99, 20.52, 0.000, 0.000, 0.000, 12:40:21.901
168, 3.52, 43.03, 10.14, 13.25, 0.000, 0.000, 0.000, 12:40:21.901
169, 8.19, -1.80, 7.31, -13.38, 0.000, 0.000, 0.000, 12:40:21.915
170, 9.76, -8.50, 6.55, 14.95, 0.000, 0.000, 0.000, 12:40:21.915
171, 3.16, 40.98, 8.61, 28.21, 0.000, 0.000, 0.000, 12:40:21.929
172, 8.44, 14.18, 5.13, -5.49, 0.000, 0.000, 0.000, 12:40:21.930
173, 13.79, -17.17, 8.23, -2.95, 0.000, 0.000, 0.000, 12:40:21.931
174, -0.89, 32.38, 13.00, 28.90, 0.000, 0.000, 0.000, 12:40:21.931
175, 9.90, 30.48, 8.03, 0.19, 0.000, 0.000, 0.000, 12:40:21.945
176, 18.14, -14.41, 6.16, -11.20, 0.000, 0.000, 0.000, 12:40:21.945
177, 3.09, 17.20, 13.41, 23.59, 0.000, 0.000, 0.000, 12:40:21.959
178, 3.96, 37.58, 6.27, 11.67, 0.000, 0.000, 0.000, 12:40:21.959
179, 11.68, -4.72, 6.29, -12.80, 0.000, 0.000, 0.000, 12:40:21.961
180, 6.38, -0.97, 11.88, 15.63, 0.000, 0.000, 0.000, 12:40:21.961
181, -0.79, 40.84, 8.81, 21.12, 0.000, 0.000, 0.000, 12:40:21.975
182, 12.54, 11.29, 6.04, -12.61, 0.000, 0.000, 0.000, 12:40:21.975
183, 9.91, -13.48, 2.67, 1.50, 0.000, 0.000, 0.000, 12:40:21.989
184, -0.50, 28.74, 8.93, 25.62, 0.000, 0.000, 0.000, 12:40:21.989
185, 8.87, 26.39, 8.33, -3.93, 0.000, 0.000, 0.000, 12:40:21.991
186, 15.31, -10.37, 6.15, -9.70, 0.000, 0.000, 0.000, 12:40:21.991
187, 2.81, 12.10, 8.47, 18.94, 0.000, 0.000, 0.000, 12:40:22.005
188, 3.70, 37.35, 9.38, 8.87, 0.000, 0.000, 0.000, 12:40:22.022
189, 14.81, -7.41, 7.68, -14.17, 0.000, 0.000, 0.000, 12:40:22.022
190, 7.09, -3.10, 7.87, 9.40, 0.000, 0.000, 0.000, 12:40:22.022
191, -1.45, 36.91, 8.39, 16.45, 0.000, 0.000, 0.000, 12:40:22.023
192, 14.06, 15.80, 9.23, -7.04, 0.000, 0.000, 0.000, 12:40:22.023
193, 7.68, -16.08, 5.59, 2.37, 0.000, 0.000, 0.000, 12:40:22.035
194, 3.63, 31.55, 10.56, 25.87, 0.000, 0.000, 0.000, 12:40:22.036
195, 8.63, 30.81, 10.13, -3.32, 0.000, 0.000, 0.000, 12:40:22.050
196, 15.41, -16.03, 3.90, -14.78, 0.000, 0.000, 0.000, 12:40:22.050
197, 3.28, 10.84, 9.24, 17.61, 0.000, 0.000, 0.000, 12:40:22.051
198, 6.48, 40.64, 19.10, 13.81, 0.000, 0.000, 0.000, 12:40:22.051
199, 13.43, -3.40, 9.14, -17.52, 0.000, 0.000, 0.000, 12:40:22.065
200, 7.26, -5.11, 7.81, 11.25, 0.000, 0.000, 0.000, 12:40:22.065
0, 2.16, 38.07, 7.32, 21.49, 0.000, 0.000, 0.000, 12:40:22.066
1, 10.42, 9.63, 7.15, -13.71, 0.000, 0.000, 0.000, 12:40:22.080
2, 11.99, -11.49, 5.91, -3.20, 0.000, 0.000, 0.000, 12:40:22.080
3, 0.79, 27.47, 12.81, 27.38, 0.000, 0.000, 0.000, 12:40:22.095
4, 7.95, 26.60, 5.04, -1.36, 0.000, 0.000, 0.000, 12:40:22.095
5, 12.23, -13.20, 5.88, -11.62, 0.000, 0.000, 0.000, 12:40:22.095
